customer_id,name,category,monthly_amount
C0684,Yamato Shoji 684,7,43671
C0685,Kita Kogyo 685,7,51590
C0686,Mori Shokuhin 686,7,59509
C0687,Tanaka Shoten 687,7,67428
C0688,Sakura Sangyo 688,7,75347
C0689,Aoba Seisaku 689,7,83266
C0690,Fuji Denki 690,7,91185
C0691,Yamato Shoji 691,7,99104
C0692,Kita Kogyo 692,7,107023
C0693,Mori Shokuhin 693,7,114942
C0694,Tanaka Shoten 694,7,122861
C0695,Sakura Sangyo 695,7,130780
C0696,Aoba Seisaku 696,7,138699
C0697,Fuji Denki 697,7,146618
C0698,Yamato Shoji 698,7,154537
C0699,Kita Kogyo 699,7,162456
C0700,Mori Shokuhin 700,7,170375
C0701,Tanaka Shoten 701,7,178294
C0702,Sakura Sangyo 702,7,186213
C0703,Aoba Seisaku 703,7,194132
C0704,Fuji Denki 704,7,202051
C0705,Yamato Shoji 705,7,209970
C0706,Kita Kogyo 706,7,217889
C0707,Mori Shokuhin 707,7,225808
C0708,Tanaka Shoten 708,7,233727
C0709,Sakura Sangyo 709,7,241646
C0710,Aoba Seisaku 710,7,249565
C0711,Fuji Denki 711,7,257484
C0712,Yamato Shoji 712,7,265403
C0713,Kita Kogyo 713,7,273322
C0714,Mori Shokuhin 714,7,281241
C0715,Tanaka Shoten 715,7,289160
C0716,Sakura Sangyo 716,7,297079
C0717,Aoba Seisaku 717,7,304998
C0718,Fuji Denki 718,7,312917
C0719,Yamato Shoji 719,7,320836
C0720,Kita Kogyo 720,7,328755
C0721,Mori Shokuhin 721,7,336674
C0722,Tanaka Shoten 722,7,344593
C0723,Sakura Sangyo 723,7,352512
C0724,Aoba Seisaku 724,7,360431
C0725,Fuji Denki 725,7,368350
C0726,Yamato Shoji 726,7,376269
C0727,Kita Kogyo 727,7,384188
C0728,Mori Shokuhin 728,7,392107
C0729,Tanaka Shoten 729,7,400026
C0730,Sakura Sangyo 730,7,407945
C0731,Aoba Seisaku 731,7,415864
C0732,Fuji Denki 732,7,423783
C0733,Yamato Shoji 733,7,431702
C0734,Kita Kogyo 734,7,439621
C0735,Mori Shokuhin 735,7,447540
C0736,Tanaka Shoten 736,7,455459
C0737,Sakura Sangyo 737,7,463378
C0738,Aoba Seisaku 738,7,471297
C0739,Fuji Denki 739,7,479216
C0740,Yamato Shoji 740,7,487135
C0741,Kita Kogyo 741,7,495054
C0742,Mori Shokuhin 742,7,502973
C0743,Tanaka Shoten 743,7,510892
C0744,Sakura Sangyo 744,7,518811
C0745,Aoba Seisaku 745,7,526730
C0746,Fuji Denki 746,7,534649
C0747,Yamato Shoji 747,7,542568
C0748,Kita Kogyo 748,7,550487
C0749,Mori Shokuhin 749,7,558406
C0750,Tanaka Shoten 750,7,566325
C0751,Sakura Sangyo 751,7,574244
C0752,Aoba Seisaku 752,7,582163
C0753,Fuji Denki 753,7,590082
C0754,Yamato Shoji 754,7,598001
C0755,Kita Kogyo 755,7,605920
C0756,Mori Shokuhin 756,7,613839
C0757,Tanaka Shoten 757,7,621758
C0758,Sakura Sangyo 758,7,629677
C0759,Aoba Seisaku 759,7,637596
C0760,Fuji Denki 760,7,645515
C0761,Yamato Shoji 761,7,653434
C0762,Kita Kogyo 762,7,661353
C0763,Mori Shokuhin 763,7,669272
C0764,Tanaka Shoten 764,7,677191
C0765,Sakura Sangyo 765,7,685110
C0766,Aoba Seisaku 766,7,693029
C0767,Fuji Denki 767,7,700948
C0768,Yamato Shoji 768,7,708867
C0769,Kita Kogyo 769,7,716786
C0770,Mori Shokuhin 770,7,724705
C0771,Tanaka Shoten 771,7,732624
C0772,Sakura Sangyo 772,7,740543
C0773,Aoba Seisaku 773,7,748462
C0774,Fuji Denki 774,7,756381
C0775,Yamato Shoji 775,7,764300
C0776,Kita Kogyo 776,7,772219
C0777,Mori Shokuhin 777,7,780138
C0778,Tanaka Shoten 778,7,788057
C0779,Sakura Sangyo 779,7,795976
C0780,Aoba Seisaku 780,7,803895
C0781,Fuji Denki 781,7,811814
C0782,Yamato Shoji 782,7,819733
C0783,Kita Kogyo 783,7,827652
C0784,Mori Shokuhin 784,7,835571
C0785,Tanaka Shoten 785,7,843490
C0786,Sakura Sangyo 786,7,851409
C0787,Aoba Seisaku 787,7,859328
C0788,Fuji Denki 788,7,867247
C0789,Yamato Shoji 789,7,875166
C0790,Kita Kogyo 790,7,883085
C0791,Mori Shokuhin 791,7,891004
C0792,Tanaka Shoten 792,7,898923
C0793,Sakura Sangyo 793,7,11841
C0794,Aoba Seisaku 794,7,19760
C0795,Fuji Denki 795,7,27679
C0796,Yamato Shoji 796,7,35598
C0797,Kita Kogyo 797,7,43517
C0798,Mori Shokuhin 798,7,51436
C0799,Tanaka Shoten 799,7,59355
C0800,Sakura Sangyo 800,7,67274
C0801,Aoba Seisaku 801,7,75193
C0802,Fuji Denki 802,7,83112
C0803,Yamato Shoji 803,7,91031
C0804,Kita Kogyo 804,7,98950
C0805,Mori Shokuhin 805,7,106869
C0806,Tanaka Shoten 806,7,114788
C0807,Sakura Sangyo 807,7,122707
C0808,Aoba Seisaku 808,7,130626
C0809,Fuji Denki 809,7,138545
C0810,Yamato Shoji 810,7,146464
C0811,Kita Kogyo 811,7,154383
C0812,Mori Shokuhin 812,7,162302
C0813,Tanaka Shoten 813,7,170221
C0814,Sakura Sangyo 814,7,178140
C0815,Aoba Seisaku 815,7,186059
C0816,Fuji Denki 816,7,193978
C0817,Yamato Shoji 817,7,201897
C0818,Kita Kogyo 818,7,209816
C0819,Mori Shokuhin 819,7,217735
C0820,Tanaka Shoten 820,7,225654
C0821,Sakura Sangyo 821,7,233573
C0822,Aoba Seisaku 822,7,241492
C0823,Fuji Denki 823,7,249411
C0824,Yamato Shoji 824,7,257330
C0825,Kita Kogyo 825,7,265249
C0826,Mori Shokuhin 826,7,273168
C0827,Tanaka Shoten 827,7,281087
C0828,Sakura Sangyo 828,7,289006
C0829,Aoba Seisaku 829,7,296925
C0830,Fuji Denki 830,7,304844
C0831,Yamato Shoji 831,7,312763
C0832,Kita Kogyo 832,7,320682
C0833,Mori Shokuhin 833,7,328601
C0834,Tanaka Shoten 834,7,336520
C0835,Sakura Sangyo 835,7,344439
C0836,Aoba Seisaku 836,7,352358
C0837,Fuji Denki 837,7,360277
C0838,Yamato Shoji 838,7,368196
C0839,Kita Kogyo 839,7,376115
C0840,Mori Shokuhin 840,7,384034
C0841,Tanaka Shoten 841,7,391953
C0842,Sakura Sangyo 842,7,399872
C0843,Aoba Seisaku 843,7,407791
C0844,Fuji Denki 844,7,415710
C0845,Yamato Shoji 845,7,423629
C0846,Kita Kogyo 846,7,431548
C0847,Mori Shokuhin 847,7,439467
C0848,Tanaka Shoten 848,7,447386
C0849,Sakura Sangyo 849,7,455305
C0850,Aoba Seisaku 850,7,463224
C0851,Fuji Denki 851,7,471143
C0852,Yamato Shoji 852,7,479062
C0853,Kita Kogyo 853,7,486981
C0854,Mori Shokuhin 854,7,494900
C0855,Tanaka Shoten 855,7,502819
C0856,Sakura Sangyo 856,7,510738
C0857,Aoba Seisaku 857,7,518657
C0858,Fuji Denki 858,7,526576
C0859,Yamato Shoji 859,7,534495
C0860,Kita Kogyo 860,7,542414
C0861,Mori Shokuhin 861,7,550333
C0862,Tanaka Shoten 862,7,558252
C0863,Sakura Sangyo 863,7,566171
C0864,Aoba Seisaku 864,7,574090
C0865,Fuji Denki 865,7,582009
C0866,Yamato Shoji 866,7,589928
C0867,Kita Kogyo 867,7,597847
C0868,Mori Shokuhin 868,7,605766
C0869,Tanaka Shoten 869,7,613685
C0870,Sakura Sangyo 870,7,621604
C0871,Aoba Seisaku 871,7,629523
C0872,Fuji Denki 872,7,637442
C0873,Yamato Shoji 873,7,645361
C0874,Kita Kogyo 874,7,653280
C0875,Mori Shokuhin 875,7,661199
C0876,Tanaka Shoten 876,7,669118
C0877,Sakura Sangyo 877,7,677037
C0878,Aoba Seisaku 878,7,684956
C0879,Fuji Denki 879,7,692875
C0880,Yamato Shoji 880,7,700794
C0881,Kita Kogyo 881,7,708713
C0882,Mori Shokuhin 882,7,716632
C0883,Tanaka Shoten 883,7,724551
C0884,Sakura Sangyo 884,7,732470
C0885,Aoba Seisaku 885,7,740389
C0886,Fuji Denki 886,7,748308
C0887,Yamato Shoji 887,7,756227
C0888,Kita Kogyo 888,7,764146
C0889,Mori Shokuhin 889,7,772065
C0890,Tanaka Shoten 890,7,779984
C0891,Sakura Sangyo 891,7,787903
C0892,Aoba Seisaku 892,7,795822
C0893,Fuji Denki 893,7,803741
C0894,Yamato Shoji 894,7,811660
C0895,Kita Kogyo 895,7,819579
C0896,Mori Shokuhin 896,7,827498
C0897,Tanaka Shoten 897,7,835417
C0898,Sakura Sangyo 898,7,843336
C0899,Aoba Seisaku 899,7,851255
C0900,Fuji Denki 900,7,859174
C0901,Yamato Shoji 901,7,867093
C0902,Kita Kogyo 902,7,875012
C0903,Mori Shokuhin 903,7,882931
C0904,Tanaka Shoten 904,7,890850
C0905,Sakura Sangyo 905,7,898769
C0906,Aoba Seisaku 906,7,11687
C0907,Fuji Denki 907,7,19606
C0908,Yamato Shoji 908,7,27525
C0909,Kita Kogyo 909,7,35444
C0910,Mori Shokuhin 910,7,43363
C0911,Tanaka Shoten 911,7,51282
C0912,Sakura Sangyo 912,7,59201
C0913,Aoba Seisaku 913,7,67120
C0914,Fuji Denki 914,7,75039
C0915,Yamato Shoji 915,7,82958
C0916,Kita Kogyo 916,7,90877
C0917,Mori Shokuhin 917,7,98796
C0918,Tanaka Shoten 918,7,106715
C0919,Sakura Sangyo 919,7,114634
C0920,Aoba Seisaku 920,7,122553
C0921,Fuji Denki 921,7,130472
C0922,Yamato Shoji 922,7,138391
C0923,Kita Kogyo 923,7,146310
C0924,Mori Shokuhin 924,7,154229
C0925,Tanaka Shoten 925,7,162148
C0926,Sakura Sangyo 926,7,170067
C0927,Aoba Seisaku 927,7,177986
C0928,Fuji Denki 928,7,185905
C0929,Yamato Shoji 929,7,193824
C0930,Kita Kogyo 930,7,201743
C0931,Mori Shokuhin 931,7,209662
C0932,Tanaka Shoten 932,7,217581
C0933,Sakura Sangyo 933,7,225500
C0934,Aoba Seisaku 934,7,233419
C0935,Fuji Denki 935,7,241338
C0936,Yamato Shoji 936,7,249257
C0937,Kita Kogyo 937,7,257176
C0938,Mori Shokuhin 938,7,265095
C0939,Tanaka Shoten 939,7,273014
C0940,Sakura Sangyo 940,7,280933
C0941,Aoba Seisaku 941,7,288852
C0942,Fuji Denki 942,7,296771
C0943,Yamato Shoji 943,7,304690
C0944,Kita Kogyo 944,7,312609
C0945,Mori Shokuhin 945,7,320528
C0946,Tanaka Shoten 946,7,328447
C0947,Sakura Sangyo 947,7,336366
C0948,Aoba Seisaku 948,7,344285
C0949,Fuji Denki 949,7,352204
C0950,Yamato Shoji 950,7,360123
C0951,Kita Kogyo 951,7,368042
C0952,Mori Shokuhin 952,7,375961
C0953,Tanaka Shoten 953,7,383880
C0954,Sakura Sangyo 954,7,391799
C0955,Aoba Seisaku 955,7,399718
C0956,Fuji Denki 956,7,407637
C0957,Yamato Shoji 957,7,415556
C0958,Kita Kogyo 958,7,423475
C0959,Mori Shokuhin 959,7,431394
C0960,Tanaka Shoten 960,7,439313
C0961,Sakura Sangyo 961,7,447232
C0962,Aoba Seisaku 962,7,455151
C0963,Fuji Denki 963,7,463070
C0964,Yamato Shoji 964,7,470989
C0965,Kita Kogyo 965,7,478908
C0966,Mori Shokuhin 966,7,486827
C0967,Tanaka Shoten 967,7,494746
C0968,Sakura Sangyo 968,7,502665
C0969,Aoba Seisaku 969,7,510584
C0970,Fuji Denki 970,7,518503
C0971,Yamato Shoji 971,7,526422
C0972,Kita Kogyo 972,7,534341
C0973,Mori Shokuhin 973,7,542260
C0974,Tanaka Shoten 974,7,550179
C0975,Sakura Sangyo 975,7,558098
C0976,Aoba Seisaku 976,7,566017
C0977,Fuji Denki 977,7,573936
C0978,Yamato Shoji 978,7,581855
C0979,Kita Kogyo 979,7,589774
C0980,Mori Shokuhin 980,7,597693
C0981,Tanaka Shoten 981,7,605612
C0982,Sakura Sangyo 982,7,613531
C0983,Aoba Seisaku 983,7,621450
C0984,Fuji Denki 984,7,629369
C0985,Yamato Shoji 985,7,637288
C0986,Kita Kogyo 986,7,645207
C0987,Mori Shokuhin 987,7,653126
C0988,Tanaka Shoten 988,7,661045
C0989,Sakura Sangyo 989,7,668964
C0990,Aoba Seisaku 990,7,676883
C0991,Fuji Denki 991,7,684802
C0992,Yamato Shoji 992,7,692721
C0993,Kita Kogyo 993,7,700640
C0994,Mori Shokuhin 994,7,708559
C0995,Tanaka Shoten 995,7,716478
C0996,Sakura Sangyo 996,7,724397
C0997,Aoba Seisaku 997,7,732316
C0998,Fuji Denki 998,7,740235
C0999,Yamato Shoji 999,7,748154
C1000,Kita Kogyo 1000,7,756073
C1001,Mori Shokuhin 1001,7,763992
C1002,Tanaka Shoten 1002,7,771911
C1003,Sakura Sangyo 1003,7,779830
C1004,Aoba Seisaku 1004,7,787749
C1005,Fuji Denki 1005,7,795668
C1006,Yamato Shoji 1006,7,803587
C1007,Kita Kogyo 1007,7,811506
C1008,Mori Shokuhin 1008,7,819425
C1009,Tanaka Shoten 1009,7,827344
C1010,Sakura Sangyo 1010,7,835263
C1011,Aoba Seisaku 1011,7,843182
C1012,Fuji Denki 1012,7,851101
C1013,Yamato Shoji 1013,7,859020
C1014,Kita Kogyo 1014,7,866939
C1015,Mori Shokuhin 1015,7,874858
C1016,Tanaka Shoten 1016,7,882777
C1017,Sakura Sangyo 1017,7,890696
C1018,Aoba Seisaku 1018,7,898615
C1019,Fuji Denki 1019,7,11533
C1020,Yamato Shoji 1020,7,19452
C1021,Kita Kogyo 1021,7,27371
C1022,Mori Shokuhin 1022,7,35290
C1023,Tanaka Shoten 1023,7,43209
C1024,Sakura Sangyo 1024,7,51128
C1025,Aoba Seisaku 1025,7,59047
C1026,Fuji Denki 1026,7,66966
C1027,Yamato Shoji 1027,7,74885
C1028,Kita Kogyo 1028,7,82804
C1029,Mori Shokuhin 1029,7,90723
C1030,Tanaka Shoten 1030,7,98642
C1031,Sakura Sangyo 1031,7,106561
C1032,Aoba Seisaku 1032,7,114480
C1033,Fuji Denki 1033,7,122399
C1034,Yamato Shoji 1034,7,130318
C1035,Kita Kogyo 1035,7,138237
C1036,Mori Shokuhin 1036,7,146156
C1037,Tanaka Shoten 1037,7,154075
C1038,Sakura Sangyo 1038,7,161994
C1039,Aoba Seisaku 1039,7,169913
C1040,Fuji Denki 1040,7,177832
C1041,Yamato Shoji 1041,7,185751
C1042,Kita Kogyo 1042,7,193670
C1043,Mori Shokuhin 1043,7,201589
C1044,Tanaka Shoten 1044,7,209508
C1045,Sakura Sangyo 1045,7,217427
C1046,Aoba Seisaku 1046,7,225346
C1047,Fuji Denki 1047,7,233265
C1048,Yamato Shoji 1048,7,241184
C1049,Kita Kogyo 1049,7,249103
C1050,Mori Shokuhin 1050,7,257022
C1051,Tanaka Shoten 1051,7,264941
C1052,Sakura Sangyo 1052,7,272860
C1053,Aoba Seisaku 1053,7,280779
C1054,Fuji Denki 1054,7,288698
C1055,Yamato Shoji 1055,7,296617
C1056,Kita Kogyo 1056,7,304536
C1057,Mori Shokuhin 1057,7,312455
C1058,Tanaka Shoten 1058,7,320374
C1059,Sakura Sangyo 1059,7,328293
C1060,Aoba Seisaku 1060,7,336212
C1061,Fuji Denki 1061,7,344131
C1062,Yamato Shoji 1062,7,352050
C1063,Kita Kogyo 1063,7,359969
C1064,Mori Shokuhin 1064,7,367888
C1065,Tanaka Shoten 1065,7,375807
C1066,Sakura Sangyo 1066,7,383726
C1067,Aoba Seisaku 1067,7,391645
C1068,Fuji Denki 1068,7,399564
C1069,Yamato Shoji 1069,7,407483
C1070,Kita Kogyo 1070,7,415402
C1071,Mori Shokuhin 1071,7,423321
C1072,Tanaka Shoten 1072,7,431240
C1073,Sakura Sangyo 1073,7,439159
C1074,Aoba Seisaku 1074,7,447078
C1075,Fuji Denki 1075,7,454997
C1076,Yamato Shoji 1076,7,462916
C1077,Kita Kogyo 1077,7,470835
C1078,Mori Shokuhin 1078,7,478754
C1079,Tanaka Shoten 1079,7,486673
C1080,Sakura Sangyo 1080,7,494592
C1081,Aoba Seisaku 1081,7,502511
C1082,Fuji Denki 1082,7,510430
C1083,Yamato Shoji 1083,7,518349
C1084,Kita Kogyo 1084,7,526268
C1085,Mori Shokuhin 1085,7,534187
C1086,Tanaka Shoten 1086,7,542106
C1087,Sakura Sangyo 1087,7,550025
C1088,Aoba Seisaku 1088,7,557944
C1089,Fuji Denki 1089,7,565863
C1090,Yamato Shoji 1090,7,573782
C1091,Kita Kogyo 1091,7,581701
C1092,Mori Shokuhin 1092,7,589620
C1093,Tanaka Shoten 1093,7,597539
C1094,Sakura Sangyo 1094,7,605458
C1095,Aoba Seisaku 1095,7,613377
C1096,Fuji Denki 1096,7,621296
C1097,Yamato Shoji 1097,7,629215
C1098,Kita Kogyo 1098,7,637134
C1099,Mori Shokuhin 1099,7,645053
C1100,Tanaka Shoten 1100,7,652972
C1101,Sakura Sangyo 1101,7,660891
C1102,Aoba Seisaku 1102,7,668810
C1103,Fuji Denki 1103,7,676729
C1104,Yamato Shoji 1104,7,684648
C1105,Kita Kogyo 1105,7,692567
C1106,Mori Shokuhin 1106,7,700486
C1107,Tanaka Shoten 1107,7,708405
C1108,Sakura Sangyo 1108,7,716324
C1109,Aoba Seisaku 1109,7,724243
C1110,Fuji Denki 1110,7,732162
C1111,Yamato Shoji 1111,7,740081
C1112,Kita Kogyo 1112,7,748000
C1113,Mori Shokuhin 1113,7,755919
C1114,Tanaka Shoten 1114,7,763838
C1115,Sakura Sangyo 1115,7,771757
C1116,Aoba Seisaku 1116,7,779676
C1117,Fuji Denki 1117,7,787595
C1118,Yamato Shoji 1118,7,795514
C1119,Kita Kogyo 1119,7,803433
C1120,Mori Shokuhin 1120,7,811352
C1121,Tanaka Shoten 1121,7,819271
C1122,Sakura Sangyo 1122,7,827190
C1123,Aoba Seisaku 1123,7,835109
C1124,Fuji Denki 1124,7,843028
C1125,Yamato Shoji 1125,7,850947
C1126,Kita Kogyo 1126,7,858866
C1127,Mori Shokuhin 1127,7,866785
C1128,Tanaka Shoten 1128,7,874704
C1129,Sakura Sangyo 1129,7,882623
C1130,Aoba Seisaku 1130,7,890542
C1131,Fuji Denki 1131,7,898461
C1132,Yamato Shoji 1132,7,11379
C1133,Kita Kogyo 1133,7,19298
C1134,Mori Shokuhin 1134,7,27217
C1135,Tanaka Shoten 1135,7,35136
C1136,Sakura Sangyo 1136,7,43055
C1137,Aoba Seisaku 1137,7,50974
C1138,Fuji Denki 1138,7,58893
C1139,Yamato Shoji 1139,7,66812
C1140,Kita Kogyo 1140,7,74731
C1141,Mori Shokuhin 1141,7,82650
C1142,Tanaka Shoten 1142,7,90569
C1143,Sakura Sangyo 1143,7,98488
C1144,Aoba Seisaku 1144,7,106407
C1145,Fuji Denki 1145,7,114326
C1146,Yamato Shoji 1146,7,122245
C1147,Kita Kogyo 1147,7,130164
C1148,Mori Shokuhin 1148,7,138083
C1149,Tanaka Shoten 1149,7,146002
C1150,Sakura Sangyo 1150,7,153921
C1151,Aoba Seisaku 1151,7,161840
C1152,Fuji Denki 1152,7,169759
C1153,Yamato Shoji 1153,7,177678
C1154,Kita Kogyo 1154,7,185597
C1155,Mori Shokuhin 1155,7,193516
C1156,Tanaka Shoten 1156,7,201435
C1157,Sakura Sangyo 1157,7,209354
C1158,Aoba Seisaku 1158,7,217273
C1159,Fuji Denki 1159,7,225192
C1160,Yamato Shoji 1160,7,233111
C1161,Kita Kogyo 1161,7,241030
C1162,Mori Shokuhin 1162,7,248949
C1163,Tanaka Shoten 1163,7,256868
C1164,Sakura Sangyo 1164,7,264787
C1165,Aoba Seisaku 1165,7,272706
C1166,Fuji Denki 1166,7,280625
C1167,Yamato Shoji 1167,7,288544
C1168,Kita Kogyo 1168,7,296463
C1169,Mori Shokuhin 1169,7,304382
C1170,Tanaka Shoten 1170,7,312301
C1171,Sakura Sangyo 1171,7,320220
C1172,Aoba Seisaku 1172,7,328139
C1173,Fuji Denki 1173,7,336058
C1174,Yamato Shoji 1174,7,343977
C1175,Kita Kogyo 1175,7,351896
C1176,Mori Shokuhin 1176,7,359815
C1177,Tanaka Shoten 1177,7,367734
C1178,Sakura Sangyo 1178,7,375653
C1179,Aoba Seisaku 1179,7,383572
C1180,Fuji Denki 1180,7,391491
C1181,Yamato Shoji 1181,7,399410
C1182,Kita Kogyo 1182,7,407329
C1183,Mori Shokuhin 1183,7,415248
C1184,Tanaka Shoten 1184,7,423167
C1185,Sakura Sangyo 1185,7,431086
C1186,Aoba Seisaku 1186,7,439005
C1187,Fuji Denki 1187,7,446924
C1188,Yamato Shoji 1188,7,454843
C1189,Kita Kogyo 1189,7,462762
C1190,Mori Shokuhin 1190,7,470681
C1191,Tanaka Shoten 1191,7,478600
C1192,Sakura Sangyo 1192,7,486519
C1193,Aoba Seisaku 1193,7,494438
C1194,Fuji Denki 1194,7,502357
C1195,Yamato Shoji 1195,7,510276
C1196,Kita Kogyo 1196,7,518195
C1197,Mori Shokuhin 1197,7,526114
C1198,Tanaka Shoten 1198,7,534033
C1199,Sakura Sangyo 1199,7,541952
C1200,Aoba Seisaku 1200,7,549871
C1201,Fuji Denki 1201,7,557790
C1202,Yamato Shoji 1202,7,565709
C1203,Kita Kogyo 1203,7,573628
C1204,Mori Shokuhin 1204,7,581547
C1205,Tanaka Shoten 1205,7,589466
C1206,Sakura Sangyo 1206,7,597385
C1207,Aoba Seisaku 1207,7,605304
C1208,Fuji Denki 1208,7,613223
C1209,Yamato Shoji 1209,7,621142
C1210,Kita Kogyo 1210,7,629061
C1211,Mori Shokuhin 1211,7,636980
C1212,Tanaka Shoten 1212,7,644899
C1213,Sakura Sangyo 1213,7,652818
C1214,Aoba Seisaku 1214,7,660737
C1215,Fuji Denki 1215,1,668656
C1216,Yamato Shoji 1216,2,676575
C1217,Kita Kogyo 1217,3,684494
C1218,Mori Shokuhin 1218,4,692413
C1219,Tanaka Shoten 1219,5,700332
C1220,Sakura Sangyo 1220,6,708251
C1221,Aoba Seisaku 1221,8,716170
C1222,Fuji Denki 1222,1,724089
C1223,Yamato Shoji 1223,2,732008
C1224,Kita Kogyo 1224,3,739927
C1225,Mori Shokuhin 1225,4,747846
C1226,Tanaka Shoten 1226,5,755765
C1227,Sakura Sangyo 1227,6,763684
C1228,Aoba Seisaku 1228,8,771603
C1229,Fuji Denki 1229,1,779522
C1230,Yamato Shoji 1230,2,787441
C1231,Kita Kogyo 1231,3,795360
C1232,Mori Shokuhin 1232,4,803279
C1233,Tanaka Shoten 1233,5,811198
C1234,Sakura Sangyo 1234,6,819117
C1235,Aoba Seisaku 1235,8,827036
C1236,Fuji Denki 1236,1,834955
C1237,Yamato Shoji 1237,2,842874
C1238,Kita Kogyo 1238,3,850793
C1239,Mori Shokuhin 1239,4,858712
C1240,Tanaka Shoten 1240,5,866631
C1241,Sakura Sangyo 1241,6,874550
C1242,Aoba Seisaku 1242,8,882469
C1243,Fuji Denki 1243,1,890388
C1244,Yamato Shoji 1244,2,898307
C1245,Kita Kogyo 1245,3,11225
C1246,Mori Shokuhin 1246,4,19144
C1247,Tanaka Shoten 1247,5,27063
C1248,Sakura Sangyo 1248,6,34982
C1249,Aoba Seisaku 1249,8,42901
C1250,Fuji Denki 1250,1,50820
C1251,Yamato Shoji 1251,2,58739
C1252,Kita Kogyo 1252,3,66658
C1253,Mori Shokuhin 1253,4,74577
C1254,Tanaka Shoten 1254,5,82496
C1255,Sakura Sangyo 1255,6,90415
C1256,Aoba Seisaku 1256,8,98334
C1257,Fuji Denki 1257,1,106253
C1258,Yamato Shoji 1258,2,114172
C1259,Kita Kogyo 1259,3,122091
C1260,Mori Shokuhin 1260,4,130010
C1261,Tanaka Shoten 1261,5,137929
C1262,Sakura Sangyo 1262,6,145848
C1263,Aoba Seisaku 1263,8,153767
C1264,Fuji Denki 1264,1,161686
C1265,Yamato Shoji 1265,2,169605
C1266,Kita Kogyo 1266,3,177524
C1267,Mori Shokuhin 1267,4,185443
C1268,Tanaka Shoten 1268,5,193362
C1269,Sakura Sangyo 1269,6,201281
C1270,Aoba Seisaku 1270,8,209200
C1271,Fuji Denki 1271,1,217119
C1272,Yamato Shoji 1272,2,225038
C1273,Kita Kogyo 1273,3,232957
C1274,Mori Shokuhin 1274,4,240876
C1275,Tanaka Shoten 1275,5,248795
C1276,Sakura Sangyo 1276,6,256714
C1277,Aoba Seisaku 1277,8,264633
C1278,Fuji Denki 1278,1,272552
C1279,Yamato Shoji 1279,2,280471
C1280,Kita Kogyo 1280,3,288390
C1281,Mori Shokuhin 1281,4,296309
C1282,Tanaka Shoten 1282,5,304228
C1283,Sakura Sangyo 1283,6,312147
C1284,Aoba Seisaku 1284,8,320066
C1285,Fuji Denki 1285,1,327985
C1286,Yamato Shoji 1286,2,335904
C1287,Kita Kogyo 1287,3,343823
C1288,Mori Shokuhin 1288,4,351742
C1289,Tanaka Shoten 1289,5,359661
C1290,Sakura Sangyo 1290,6,367580
C1291,Aoba Seisaku 1291,8,375499
C1292,Fuji Denki 1292,1,383418
C1293,Yamato Shoji 1293,2,391337
C1294,Kita Kogyo 1294,3,399256
C1295,Mori Shokuhin 1295,4,407175
C1296,Tanaka Shoten 1296,5,415094
C1297,Sakura Sangyo 1297,6,423013
C1298,Aoba Seisaku 1298,8,430932
C1299,Fuji Denki 1299,1,438851
C1300,Yamato Shoji 1300,2,446770
C1301,Kita Kogyo 1301,3,454689
C1302,Mori Shokuhin 1302,4,462608
C1303,Tanaka Shoten 1303,5,470527
C1304,Sakura Sangyo 1304,6,478446
C1305,Aoba Seisaku 1305,8,486365
C1306,Fuji Denki 1306,1,494284
C1307,Yamato Shoji 1307,2,502203
C1308,Kita Kogyo 1308,3,510122
C1309,Mori Shokuhin 1309,4,518041
C1310,Tanaka Shoten 1310,5,525960
C1311,Sakura Sangyo 1311,6,533879
C1312,Aoba Seisaku 1312,8,541798
C1313,Fuji Denki 1313,1,549717
C1314,Yamato Shoji 1314,2,557636
C1315,Kita Kogyo 1315,3,565555
C1316,Mori Shokuhin 1316,4,573474
C1317,Tanaka Shoten 1317,5,581393
C1318,Sakura Sangyo 1318,6,589312
C1319,Aoba Seisaku 1319,8,597231
C1320,Fuji Denki 1320,1,605150
C1321,Yamato Shoji 1321,2,613069
C1322,Kita Kogyo 1322,3,620988
C1323,Mori Shokuhin 1323,4,628907
C1324,Tanaka Shoten 1324,5,636826
C1325,Sakura Sangyo 1325,6,644745
C1326,Aoba Seisaku 1326,8,652664
C1327,Fuji Denki 1327,1,660583
C1328,Yamato Shoji 1328,2,668502
C1329,Kita Kogyo 1329,3,676421
C1330,Mori Shokuhin 1330,4,684340
C1331,Tanaka Shoten 1331,5,692259
C1332,Sakura Sangyo 1332,6,700178
C1333,Aoba Seisaku 1333,8,708097
C1334,Fuji Denki 1334,1,716016
C1335,Yamato Shoji 1335,2,723935
C1336,Kita Kogyo 1336,3,731854
C1337,Mori Shokuhin 1337,4,739773
C1338,Tanaka Shoten 1338,5,747692
C1339,Sakura Sangyo 1339,6,755611
C1340,Aoba Seisaku 1340,8,763530
C1341,Fuji Denki 1341,1,771449
C1342,Yamato Shoji 1342,2,779368
C1343,Kita Kogyo 1343,3,787287
C1344,Mori Shokuhin 1344,4,795206
C1345,Tanaka Shoten 1345,5,803125
C1346,Sakura Sangyo 1346,6,811044
C1347,Aoba Seisaku 1347,8,818963
C1348,Fuji Denki 1348,1,826882
C1349,Yamato Shoji 1349,2,834801
C1350,Kita Kogyo 1350,3,842720
